STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
MADHYA PRADESH,SHIVPURI,2001,88,63,2,72,0,72,20,11,9,5,11,48,272,255,217,38,140,11,27,0,38,792,14,172,2,26,0,162,2101,4321
MADHYA PRADESH,SIDHI,2001,36,21,2,42,0,42,33,30,3,9,1,15,315,346,18,328,33,2,25,2,23,561,27,105,2,66,0,89,1753,3508
MADHYA PRADESH,SIHORE,2001,35,54,1,59,0,59,29,27,2,1,2,19,355,364,59,305,53,17,26,0,23,331,5,130,17,45,0,68,1755,3389
MADHYA PRADESH,TIKAMGARH,2001,53,46,3,86,0,86,7,4,3,6,2,46,154,172,11,161,90,0,12,0,26,878,15,177,2,27,0,64,1212,3078
MADHYA PRADESH,UJJAIN,2001,84,163,1,59,0,59,44,33,11,6,1,79,826,1387,265,1122,133,24,64,3,38,744,7,161,33,109,0,52,3623,7641
MADHYA PRADESH,UMARIYA,2001,19,12,0,25,0,25,3,2,1,2,0,19,130,127,1,126,30,4,16,0,12,130,2,61,5,21,0,0,1231,1849
MADHYA PRADESH,VIDISHA,2001,47,56,0,112,0,112,10,6,4,0,4,20,174,268,41,227,77,5,26,0,35,880,13,245,22,56,0,49,1536,3635
MAHARASHTRA,AHMEDNAGAR,2001,97,41,1,44,0,44,37,25,12,20,6,104,312,715,168,547,266,37,59,7,44,575,0,74,2,496,0,479,975,4391
MAHARASHTRA,AKOLA,2001,64,41,0,15,0,15,15,14,1,9,0,41,298,735,81,654,99,15,59,16,48,836,2,109,7,189,0,116,1306,4020
MAHARASHTRA,AMRAVATI COMMR.,2001,44,29,3,23,0,23,27,23,4,10,0,48,259,812,163,649,95,10,41,2,15,429,10,43,26,55,0,60,796,2837
MAHARASHTRA,AMRAVATI RURAL,2001,72,23,0,42,0,42,29,25,4,1,0,36,359,1031,26,1005,112,12,31,1,23,884,4,99,38,92,0,126,640,3655
MAHARASHTRA,AURANGABAD COMMR.,2001,36,27,0,14,0,14,19,14,5,3,2,40,239,503,179,324,130,26,108,1,3,371,4,33,12,102,0,109,569,2351
MAHARASHTRA,AURANGABAD RURAL,2001,61,12,0,28,0,28,16,6,10,14,1,49,193,273,30,243,139,13,35,0,24,780,6,53,12,247,0,172,580,2708
MAHARASHTRA,BEED,2001,68,43,1,22,0,22,25,15,10,16,1,62,264,499,70,429,272,14,41,0,38,1012,2,78,15,177,0,174,820,3644
MAHARASHTRA,BHANDARA,2001,32,22,3,39,0,39,4,1,3,2,0,15,195,402,27,375,63,12,19,1,55,392,5,71,37,60,0,90,733,2252
MAHARASHTRA,BULDHANA,2001,49,32,1,22,0,22,22,18,4,11,1,27,227,749,45,704,246,17,46,0,69,753,35,118,21,223,0,155,877,3701
MAHARASHTRA,CHANDRAPUR,2001,49,26,4,43,0,43,10,7,3,8,0,36,253,572,57,515,110,21,35,1,39,538,2,102,28,144,0,180,922,3123
MAHARASHTRA,DHULE,2001,48,25,1,16,0,16,6,6,0,7,3,13,96,360,56,304,86,20,36,0,22,338,6,17,8,127,0,189,616,2040
MAHARASHTRA,GADCHIROLI,2001,47,24,3,27,0,27,7,6,1,11,0,15,127,124,15,109,28,3,12,0,51,246,0,55,17,57,0,49,461,1364
MAHARASHTRA,GONDIA,2001,41,17,3,23,0,23,17,17,0,4,4,13,238,326,30,296,20,18,30,2,20,328,4,85,22,80,0,94,617,2006
MAHARASHTRA,HINGOLI,2001,36,27,0,20,0,20,9,8,1,4,2,39,119,241,24,217,96,6,20,0,33,471,2,44,4,134,0,61,473,1841
MAHARASHTRA,JALGAON,2001,83,44,0,19,0,19,16,12,4,16,5,30,238,557,72,485,157,41,119,0,22,721,5,76,31,389,0,259,1186,4014
MAHARASHTRA,JALNA,2001,43,24,0,16,0,16,12,8,4,13,1,46,209,345,48,297,120,13,38,0,38,675,5,56,7,172,0,109,587,2529
MAHARASHTRA,KOLHAPUR,2001,54,33,3,26,0,26,21,13,8,11,3,32,299,561,164,397,129,35,71,2,20,516,19,46,7,80,0,279,915,3162
MAHARASHTRA,LATUR,2001,42,17,0,7,0,7,22,22,0,3,2,31,157,281,58,223,211,20,45,2,28,992,38,50,7,150,0,134,805,3044
MAHARASHTRA,MUMBAI,2001,295,200,6,127,0,127,148,12,136,61,80,406,2863,11564,3095,8469,196,393,1270,170,6,3845,18,274,44,198,0,709,6095,28968
MAHARASHTRA,MUMBAI RLY.,2001,12,9,1,2,0,2,1,0,1,0,3,29,3,1756,0,1756,13,26,34,0,0,30,0,5,0,0,0,2,97,2023
MAHARASHTRA,NAGPUR COMMR.,2001,112,70,2,39,0,39,64,51,13,14,55,171,1388,2666,797,1869,235,74,263,11,15,1078,7,75,56,218,0,223,3076,9912
MAHARASHTRA,NAGPUR RLY.,2001,12,1,0,2,0,2,0,0,0,6,0,20,2,762,8,754,18,5,7,11,2,29,2,4,0,0,0,3,170,1056
MAHARASHTRA,NAGPUR RURAL,2001,101,56,6,81,0,81,23,16,7,7,1,58,501,1074,62,1012,180,27,37,0,81,1050,3,131,294,141,0,254,1574,5680
MAHARASHTRA,NANDED,2001,80,66,4,23,0,23,41,36,5,21,11,93,426,539,73,466,217,40,128,0,67,1480,21,85,22,202,0,127,1655,5348
MAHARASHTRA,NANDURBAR,2001,44,20,0,16,0,16,6,6,0,4,0,5,68,132,19,113,80,12,13,0,4,240,2,27,1,78,0,59,268,1079
MAHARASHTRA,NASIK COMMR.,2001,25,14,2,9,0,9,14,9,5,7,1,16,263,529,188,341,139,18,61,0,19,245,3,19,2,99,0,138,572,2195
MAHARASHTRA,NASIK RURAL,2001,92,54,1,39,0,39,17,10,7,40,0,36,280,447,90,357,518,57,54,1,69,926,7,74,37,339,0,495,1297,4880
MAHARASHTRA,NAVI MUMBAI,2001,34,18,0,17,0,17,19,7,12,15,16,62,375,893,318,575,80,88,148,6,3,354,5,23,5,57,0,228,617,3063
MAHARASHTRA,OSMANABAD,2001,48,13,1,16,0,16,8,7,1,8,1,29,189,349,45,304,101,17,34,0,26,903,2,52,6,102,0,171,626,2702
MAHARASHTRA,PARBHANI,2001,49,28,0,25,0,25,22,16,6,5,2,43,143,230,18,212,148,14,42,1,31,994,1,57,10,120,0,70,440,2475
MAHARASHTRA,PUNE COMMR.,2001,71,44,3,56,0,56,46,28,18,14,13,98,840,2508,1277,1231,903,84,347,5,16,1004,2,54,105,147,1,300,2275,8936
MAHARASHTRA,PUNE RLY.,2001,4,1,2,0,0,0,0,0,0,1,0,4,0,302,1,301,3,1,3,0,0,10,0,3,0,0,0,0,52,386
MAHARASHTRA,PUNE RURAL,2001,119,41,6,42,0,42,24,17,7,23,20,70,301,635,168,467,150,35,46,1,28,517,5,64,11,165,0,698,1379,4380
MAHARASHTRA,RAIGAD,2001,53,11,0,20,0,20,8,1,7,13,7,27,200,296,54,242,104,16,44,2,10,276,1,29,7,55,0,275,764,2218
MAHARASHTRA,RATNAGIRI,2001,17,5,1,10,0,10,8,4,4,3,2,14,97,256,34,222,69,18,20,1,17,232,0,32,19,62,0,119,429,1431
MAHARASHTRA,SANGLI,2001,85,24,1,32,0,32,18,8,10,8,3,27,225,515,97,418,128,31,55,0,47,566,12,54,22,96,0,263,787,2999
MAHARASHTRA,SATARA,2001,57,19,0,32,0,32,12,7,5,6,2,20,266,464,127,337,93,43,91,2,24,487,13,49,9,179,0,387,1210,3465
MAHARASHTRA,SINDHUDURG,2001,14,4,1,7,0,7,2,2,0,1,0,4,125,106,17,89,17,12,13,1,11,171,0,20,13,8,0,66,225,821
MAHARASHTRA,SOLAPUR COMMR.,2001,30,14,1,16,0,16,15,11,4,7,1,32,165,306,98,208,70,7,49,3,3,230,6,15,4,62,0,82,449,1567
MAHARASHTRA,SOLAPUR RURAL,2001,101,30,3,35,0,35,23,14,9,19,12,29,134,365,65,300,162,33,30,4,29,637,6,40,12,90,0,384,967,3145
MAHARASHTRA,THANE COMMR.,2001,133,81,3,39,0,39,62,37,25,27,52,146,1022,1774,644,1130,223,76,477,7,4,1285,6,69,43,212,0,251,624,6616
MAHARASHTRA,THANE RURAL,2001,140,33,17,65,0,65,28,16,12,40,14,53,496,523,147,376,148,45,83,3,30,635,6,76,25,104,0,475,741,3780
MAHARASHTRA,WARDHA,2001,60,25,4,35,0,35,12,12,0,6,0,20,266,592,30,562,174,15,29,0,27,757,9,98,35,89,0,139,1051,3443
MAHARASHTRA,WASHIM,2001,29,21,3,15,0,15,13,13,0,7,0,17,121,409,21,388,65,5,5,0,22,396,10,60,10,116,0,61,441,1826
MAHARASHTRA,YAVATMAL,2001,56,45,10,56,0,56,37,31,6,3,1,33,232,788,67,721,106,17,45,1,25,978,12,125,27,177,0,179,1204,4157
MANIPUR,BISHNUPUR,2001,29,25,1,1,0,1,3,3,0,3,0,2,6,11,1,10,11,3,3,1,7,21,0,0,0,1,0,0,98,226
MANIPUR,CHANDEL,2001,7,7,0,0,0,0,1,1,0,16,0,4,2,1,0,1,0,1,1,0,1,13,0,0,0,0,0,0,20,74
MANIPUR,CHURACHANDPUR,2001,35,21,0,1,0,1,0,0,0,0,0,0,4,12,1,11,0,0,3,3,3,3,0,0,0,0,0,0,47,132
MANIPUR,IMPHAL(EAST),2001,29,29,2,7,0,7,13,6,7,0,0,1,12,28,16,12,24,6,16,5,8,26,0,2,0,1,0,0,128,337
MANIPUR,IMPHAL(WEST),2001,44,42,2,7,0,7,48,37,11,1,0,2,38,121,52,69,83,18,25,9,27,75,0,17,0,3,0,1,521,1084
MANIPUR,SENAPATI,2001,27,10,0,0,0,0,6,0,6,0,0,1,2,9,0,9,2,3,1,1,2,1,0,0,0,0,0,0,111,176
MANIPUR,TAMENGLONG,2001,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,3,2,0,0,0,0,0,1,0,14
MANIPUR,THOUBAL,2001,32,32,0,4,0,4,22,14,8,0,17,6,8,20,1,19,11,2,17,1,13,56,0,1,0,0,0,5,156,403
MANIPUR,UKHRUL,2001,4,1,0,0,0,0,1,1,0,0,0,3,2,11,0,11,0,0,0,0,0,4,0,1,0,0,0,0,16,43
MEGHALAYA,GARO HILLS EAST,2001,16,9,0,2,0,2,5,0,5,7,0,14,7,16,0,16,1,2,1,0,1,12,0,2,0,0,0,0,39,134
MEGHALAYA,GARO HILLS SOUTH,2001,6,3,0,1,0,1,2,0,2,3,0,4,2,8,0,8,1,0,0,0,0,2,0,0,0,1,0,0,16,49
MEGHALAYA,GARO HILLS WEST,2001,19,3,0,5,0,5,14,0,14,9,0,4,34,30,3,27,3,0,4,1,3,24,0,8,0,0,0,0,74,235
MEGHALAYA,JAINTIA HILLS,2001,35,3,0,7,0,7,6,4,2,17,0,7,8,30,0,30,1,2,2,0,2,21,0,3,0,0,0,0,70,214
MEGHALAYA,KHASI HILLS EAST,2001,50,25,1,5,0,5,20,5,15,27,3,68,109,142,11,131,2,15,18,2,19,30,0,8,0,3,0,0,207,754
MEGHALAYA,KHASI HILLS WEST,2001,16,2,0,4,0,4,0,0,0,19,0,16,0,23,0,23,0,0,1,0,0,3,0,2,0,0,0,0,39,125
MEGHALAYA,RI-BHOI,2001,22,2,1,2,0,2,8,2,6,15,0,12,10,22,2,20,0,0,3,0,1,10,0,2,0,0,0,0,66,176
MIZORAM,AIZAWL,2001,12,6,4,26,0,26,0,0,0,0,0,8,265,562,9,553,1,16,45,6,16,39,0,13,0,1,0,12,94,1126
MIZORAM,CHAMPHAI,2001,2,1,0,7,0,7,1,0,1,0,0,0,37,51,1,50,0,2,8,2,1,15,0,7,0,0,0,0,69,203
MIZORAM,KOLASIB,2001,3,1,1,6,0,6,0,0,0,0,0,0,19,83,1,82,1,4,5,1,6,11,0,15,0,0,0,7,53,216
MIZORAM,LAWNGTLAI,2001,2,0,0,2,0,2,0,0,0,1,0,0,10,25,0,25,0,0,2,0,1,5,0,0,0,0,0,0,112,160
MIZORAM,LUNGLEI,2001,5,4,0,3,0,3,0,0,0,1,0,0,47,120,5,115,0,1,5,0,0,5,0,11,0,0,0,0,27,229
MIZORAM,MAMIT,2001,4,0,0,0,0,0,0,0,0,1,0,13,1,12,0,12,1,0,0,3,0,2,0,0,0,15,2,0,20,74
MIZORAM,SAIHA,2001,2,2,0,3,0,3,0,0,0,0,0,1,29,0,0,0,0,0,6,0,0,9,0,6,0,0,0,0,124,182
MIZORAM,SERCHHIP,2001,1,1,0,5,0,5,1,1,0,0,0,1,9,25,1,24,0,0,0,0,0,8,0,0,0,0,1,4,0,56
NAGALAND,DIMAPUR,2001,36,5,4,4,0,4,13,4,9,4,0,89,55,114,48,66,0,10,7,0,0,10,0,0,0,0,0,14,99,464
NAGALAND,KIPHIRE,2001,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,18
NAGALAND,KOHIMA,2001,25,16,0,6,0,6,3,0,3,2,0,19,30,66,40,26,0,7,16,2,0,6,0,6,0,0,0,0,131,335
NAGALAND,MOKOKCHUNG,2001,12,2,4,1,0,1,1,0,1,1,0,5,14,12,1,11,0,0,3,0,1,5,0,0,0,0,0,0,32,93
NAGALAND,MON,2001,3,3,1,2,0,2,2,2,0,1,0,5,13,6,0,6,0,1,2,0,0,6,0,0,0,0,0,3,9,57
NAGALAND,PEREN,2001,0,2,0,0,0,0,0,0,0,0,0,1,9,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,11,28
NAGALAND,PHEK,2001,7,4,0,1,0,1,2,0,2,2,0,2,9,7,0,7,0,0,0,0,0,5,0,0,0,0,0,0,12,51
NAGALAND,TUENSANG,2001,1,3,0,0,0,0,0,0,0,1,0,2,7,5,0,5,0,2,2,0,0,0,0,0,0,0,0,0,18,41
NAGALAND,WOKHA,2001,12,3,0,1,0,1,2,0,2,0,0,3,11,28,0,28,2,0,1,0,0,5,0,0,0,0,0,2,23,93
NAGALAND,ZUNHEBOTO,2001,4,1,0,2,0,2,0,0,0,0,0,3,13,11,0,11,0,0,2,0,0,0,0,0,0,0,0,0,18,54
ODISHA,ANGUL,2001,39,27,5,33,0,33,5,5,0,3,0,19,85,175,9,166,62,10,26,0,22,127,8,90,0,53,0,184,488,1461
ODISHA,BALASORE,2001,17,10,2,58,0,58,37,32,5,12,1,43,175,164,17,147,76,10,27,0,26,173,36,92,9,68,0,0,1305,2341
ODISHA,BARAGARH,2001,23,36,9,19,0,19,8,8,0,0,0,25,90,146,0,146,80,6,16,0,12,38,0,41,2,30,0,83,580,1244
ODISHA,BERHAMPUR,2001,23,52,1,10,0,10,13,10,3,7,2,54,113,143,45,98,41,13,19,1,14,235,4,41,6,29,0,31,418,1270
ODISHA,BHADRAK,2001,27,10,0,35,0,35,20,18,2,2,0,16,81,93,7,86,53,9,11,0,10,36,23,29,5,79,0,45,770,1354
ODISHA,BOLANGIR,2001,32,10,4,19,0,19,16,16,0,3,0,20,56,112,6,106,51,8,38,0,10,223,4,91,11,61,0,0,554,1323
ODISHA,BOUDH,2001,9,6,0,6,0,6,5,5,0,0,0,5,23,39,0,39,24,3,4,0,20,35,1,21,3,6,0,9,196,415
ODISHA,CUTTACK,2001,35,143,0,34,0,34,43,33,10,21,0,121,306,738,90,648,33,27,105,1,28,0,39,42,1,125,0,0,2416,4258
ODISHA,DEOGARH,2001,16,2,1,8,0,8,4,4,0,3,0,7,23,22,0,22,17,1,2,0,2,160,2,33,0,8,0,15,37,363
ODISHA,DHENKANAL,2001,25,30,1,15,0,15,14,7,7,2,1,26,48,84,14,70,55,8,18,0,20,54,14,82,5,31,0,52,571,1156
ODISHA,GAJAPATI,2001,19,7,1,10,0,10,5,3,2,2,0,1,13,40,2,38,16,2,13,0,5,16,1,13,2,7,0,27,233,433
ODISHA,GANJAM,2001,58,92,1,22,0,22,14,10,4,8,2,31,96,124,10,114,64,9,14,0,30,170,1,102,6,9,0,187,750,1790
ODISHA,JAGATSINGHPUR,2001,26,21,6,12,0,12,21,16,5,9,0,31,72,136,8,128,23,6,7,0,8,115,16,13,2,30,0,32,728,1314
ODISHA,JAJPUR,2001,21,16,0,24,0,24,14,14,0,2,0,30,103,129,16,113,21,2,9,0,8,223,16,16,3,42,0,85,758,1522
ODISHA,JHARSUGUDA,2001,15,29,1,12,0,12,5,5,0,4,3,12,46,81,15,66,6,6,11,0,4,45,4,39,1,13,0,133,280,750
ODISHA,KALAHANDI,2001,29,34,0,30,0,30,17,17,0,1,0,34,75,75,7,68,91,5,12,0,3,95,0,22,5,9,0,31,701,1269
ODISHA,KANDHAMAL,2001,24,10,2,34,0,34,25,25,0,2,0,19,74,115,1,114,44,11,8,1,14,368,4,95,15,29,0,2,104,1000
ODISHA,KENDRAPARA,2001,24,36,1,11,0,11,15,15,0,4,0,21,56,78,10,68,16,6,10,2,12,37,24,66,176,57,0,85,320,1057
ODISHA,KEONJHAR,2001,62,31,2,38,0,38,19,19,0,4,0,16,85,154,10,144,55,12,17,1,24,44,4,127,16,41,0,0,1170,1922
ODISHA,KHURDA,2001,46,85,1,65,0,65,39,32,7,24,4,151,481,953,356,597,86,27,126,0,31,1248,11,28,9,171,0,161,1329,5076
ODISHA,KORAPUT,2001,39,30,7,38,0,38,13,13,0,4,0,16,92,153,15,138,64,11,31,1,8,82,7,56,124,132,0,0,655,1563
ODISHA,MALKANGIR,2001,36,27,2,14,0,14,6,5,1,10,0,8,25,42,7,35,23,3,6,1,5,70,0,27,0,12,0,14,165,496
ODISHA,MAYURBHANJ,2001,74,45,0,77,0,77,31,31,0,16,0,39,120,199,17,182,44,19,22,0,19,18,19,141,0,74,0,97,975,2029
ODISHA,NAYAGARH,2001,26,43,1,17,0,17,23,18,5,3,0,19,36,60,5,55,37,2,9,1,15,71,14,11,3,9,0,35,417,852
ODISHA,NOWRANGPUR,2001,19,22,1,13,0,13,11,3,8,13,0,14,46,83,3,80,74,4,3,0,24,27,0,41,7,13,0,0,272,687
ODISHA,NUAPADA,2001,13,2,0,9,0,9,4,2,2,0,0,11,16,44,3,41,22,7,5,0,4,12,0,16,5,17,0,12,267,466
ODISHA,PURI,2001,25,96,1,41,0,41,32,24,8,11,3,33,129,236,28,208,38,12,24,0,19,88,29,13,0,32,0,69,1271,2202
ODISHA,RAYAGADA,2001,35,17,1,9,0,9,6,0,6,4,0,3,39,64,1,63,64,4,11,0,9,14,1,33,2,26,0,30,478,850
ODISHA,ROURKELA,2001,20,22,0,12,0,12,6,6,0,7,3,21,131,209,35,174,11,4,21,0,2,61,2,35,13,17,0,0,616,1213
ODISHA,SAMBALPUR,2001,39,90,0,18,0,18,13,9,4,9,0,50,201,303,56,247,56,25,25,0,7,94,0,82,9,18,0,88,1032,2159
ODISHA,SONEPUR,2001,9,20,2,8,0,8,4,4,0,0,0,6,30,35,0,35,17,4,9,0,3,27,6,28,4,11,0,19,202,444
ODISHA,SRP(CUTTACK),2001,3,3,0,1,0,1,5,3,2,2,1,8,11,287,8,279,1,2,2,0,0,24,0,5,4,0,0,1,101,461
ODISHA,SRP(ROURKELA),2001,7,1,0,2,0,2,3,3,0,2,1,10,10,135,3,132,7,0,1,1,0,6,0,2,0,0,0,0,81,269
ODISHA,SUNDARGARH,2001,72,46,0,36,0,36,26,19,7,5,1,38,106,171,13,158,54,7,19,0,5,331,4,82,10,7,0,62,570,1652
PUNJAB,AMRITSAR,2001,36,43,6,9,0,9,34,26,8,0,4,6,155,141,70,71,0,23,121,2,6,170,7,9,0,77,0,80,315,1244
PUNJAB,BARNALA,2001,15,29,1,12,0,12,16,13,3,0,1,0,30,39,11,28,0,6,48,0,5,71,6,13,0,24,0,51,134,501
PUNJAB,BATALA,2001,18,24,4,8,0,8,6,4,2,1,0,2,20,26,7,19,0,3,44,0,1,99,6,1,0,19,0,41,70,393
PUNJAB,BHATINDA,2001,25,38,3,13,0,13,15,9,6,2,2,1,88,94,26,68,0,19,164,0,0,242,4,15,0,57,0,3,295,1080
PUNJAB,FARIDKOT,2001,12,7,1,6,0,6,11,7,4,3,2,1,29,56,15,41,0,8,46,0,6,133,4,11,0,20,0,0,107,463
PUNJAB,FATEHGARH SAHIB,2001,16,23,0,11,0,11,12,6,6,0,0,5,40,62,15,47,0,16,44,0,2,96,4,4,1,7,0,117,211,671
PUNJAB,FEROZEPUR,2001,50,53,5,22,0,22,12,7,5,0,7,5,67,115,44,71,0,42,87,1,5,335,11,17,0,22,0,113,141,1110
PUNJAB,G.R.P,2001,10,0,0,0,0,0,0,0,0,0,5,3,0,41,6,35,0,4,81,24,0,4,3,1,0,0,0,0,306,482
PUNJAB,GURDASPUR,2001,22,20,0,12,0,12,17,14,3,1,0,4,23,38,6,32,0,11,31,1,1,93,6,4,0,21,0,95,180,580
PUNJAB,HOSHIARPUR,2001,47,30,0,19,0,19,20,13,7,7,2,10,89,119,30,89,0,16,120,0,7,257,12,13,0,46,0,158,265,1237
PUNJAB,JAGRAON,2001,27,33,1,19,0,19,19,11,8,1,2,5,38,90,22,68,0,11,29,1,2,105,7,3,2,27,0,60,151,633
PUNJAB,JALANDHAR,2001,74,72,4,21,0,21,70,49,21,1,16,6,216,290,149,141,0,25,271,9,10,326,17,16,2,104,0,155,756,2461
PUNJAB,KAPURTHALA,2001,20,24,1,8,0,8,17,9,8,2,3,5,55,64,25,39,0,1,140,2,2,88,2,20,0,34,0,63,204,755
PUNJAB,KHANNA,2001,17,17,2,6,0,6,4,1,3,1,2,6,31,44,19,25,1,4,36,3,2,76,4,0,0,15,0,88,127,486
PUNJAB,LUDHIANA,2001,74,68,6,38,0,38,88,46,42,6,26,23,250,624,383,241,0,41,437,5,3,258,11,46,13,249,0,208,1311,3785
PUNJAB,MAJITHA,2001,26,25,9,9,0,9,10,6,4,0,1,1,14,31,8,23,0,4,37,0,0,106,9,8,0,20,0,83,107,500
PUNJAB,MANSA,2001,25,21,1,6,0,6,5,4,1,1,0,0,31,42,17,25,0,6,36,0,2,133,2,3,0,3,0,0,108,425
PUNJAB,MOGA,2001,23,32,6,11,0,11,14,9,5,7,2,6,45,64,30,34,0,21,49,0,0,238,6,8,2,25,0,70,125,754
PUNJAB,MUKTSAR,2001,19,27,2,3,0,3,3,2,1,1,1,1,41,49,14,35,0,13,36,0,0,102,1,2,0,16,0,46,69,432
PUNJAB,NAWAN SHAHR,2001,17,19,2,11,0,11,13,8,5,2,2,5,52,57,8,49,0,3,80,0,0,155,4,8,0,14,0,48,120,612
PUNJAB,PATIALA,2001,56,74,17,23,0,23,60,46,14,2,0,16,391,583,177,406,0,51,404,3,0,431,10,128,19,232,0,300,3173,5973
PUNJAB,ROPAR,2001,26,19,4,6,0,6,24,6,18,0,0,1,65,129,52,77,0,14,111,0,5,132,5,13,4,33,0,207,480,1278
PUNJAB,SANGRUR,2001,46,45,0,15,0,15,28,18,10,4,2,13,111,157,54,103,0,18,111,4,4,222,10,18,4,36,0,101,336,1285
PUNJAB,TARN TARAN,2001,37,46,5,10,0,10,15,10,5,3,4,6,21,68,16,52,0,8,58,3,0,124,8,11,0,27,0,67,113,634
RAJASTHAN,AJMER,2001,39,47,2,16,0,16,133,125,8,8,0,46,447,748,248,500,112,12,314,1,27,136,12,95,0,236,0,339,3848,6618
RAJASTHAN,ALWAR,2001,85,83,0,34,0,34,119,87,32,1,3,52,286,964,295,669,445,34,363,6,44,2007,43,124,0,235,0,233,1862,7023
RAJASTHAN,BANSWARA,2001,40,24,3,90,0,90,61,59,2,4,1,23,96,118,14,104,427,8,54,0,51,1452,10,112,1,151,0,56,726,3508
RAJASTHAN,BARAN,2001,36,95,3,81,0,81,96,94,2,0,0,32,204,365,39,326,167,17,102,1,47,288,3,219,5,124,0,50,2398,4333
RAJASTHAN,BARMER,2001,11,26,0,13,0,13,21,14,7,0,0,12,108,185,43,142,67,7,62,2,21,825,13,71,0,45,0,61,819,2369
RAJASTHAN,BHARATPUR,2001,75,98,2,48,0,48,126,103,23,3,6,41,148,808,177,631,445,37,304,2,59,1166,24,77,0,209,0,135,3478,7291
RAJASTHAN,BHILWARA,2001,34,54,6,42,0,42,223,223,0,2,0,49,365,787,233,554,257,41,354,2,37,491,5,126,3,312,0,172,2973,6335
RAJASTHAN,BIKANER,2001,21,101,0,35,0,35,36,34,2,1,1,4,158,431,91,340,108,33,195,1,26,961,13,53,0,153,0,102,1519,3952
RAJASTHAN,BUNDI,2001,33,72,4,36,0,36,120,103,17,4,0,33,222,391,67,324,229,24,106,0,39,1067,2,164,6,157,0,76,1293,4078
RAJASTHAN,CHITTORGARH,2001,41,59,4,67,0,67,206,169,37,5,1,47,402,730,132,598,507,39,283,4,59,2521,7,112,5,384,0,127,1452,7062
RAJASTHAN,CHURU,2001,26,40,1,24,0,24,26,14,12,0,1,11,129,210,24,186,198,9,143,3,24,819,8,73,3,174,0,65,893,2880
RAJASTHAN,DAUSA,2001,28,21,0,9,0,9,40,26,14,3,3,14,148,380,102,278,717,17,102,0,18,138,8,31,0,60,0,140,1669,3546
RAJASTHAN,DHOLPUR,2001,42,76,2,24,0,24,43,33,10,2,4,27,80,240,22,218,552,14,64,0,19,1113,21,34,0,93,0,58,588,3096
RAJASTHAN,DUNGARPUR,2001,31,9,1,17,0,17,54,50,4,0,0,8,79,74,28,46,207,16,40,0,25,340,3,56,0,60,0,80,897,1997
RAJASTHAN,GANGANAGAR,2001,51,97,0,55,0,55,79,65,14,2,1,14,253,408,93,315,36,56,396,2,11,1107,13,118,2,375,0,135,2399,5610
RAJASTHAN,HANUMANGARH,2001,56,83,0,35,0,35,49,22,27,2,0,12,196,348,82,266,135,29,290,0,25,748,20,98,0,241,0,91,1498,3956
RAJASTHAN,JAIPUR,2001,91,90,6,61,0,61,247,203,44,7,5,79,1110,3207,1036,2171,3181,217,1103,25,63,1528,29,179,1,453,0,749,8173,20604
RAJASTHAN,JAISALMER,2001,9,0,0,2,0,2,8,7,1,0,0,4,51,142,4,138,28,6,30,5,6,413,3,21,0,16,0,27,249,1020
RAJASTHAN,JALORE,2001,17,35,2,10,0,10,32,20,12,2,1,11,104,156,19,137,44,8,67,6,34,66,12,61,0,96,0,53,1690,2507
RAJASTHAN,JHALAWAR,2001,38,99,8,65,0,65,89,57,32,2,3,45,220,383,67,316,206,19,95,1,55,1046,8,144,10,224,0,61,712,3533
RAJASTHAN,JHUNJHUNU,2001,37,19,0,19,0,19,45,25,20,3,1,6,163,392,67,325,262,29,129,2,35,95,0,50,0,125,0,91,2599,4102
RAJASTHAN,JODHPUR,2001,30,79,3,20,0,20,78,53,25,1,0,43,319,831,269,562,172,81,450,1,37,2733,12,128,3,263,1,193,1057,6535
RAJASTHAN,KARAULI,2001,35,0,1,21,0,21,72,50,22,0,0,12,68,298,66,232,134,14,63,1,15,22,10,37,0,66,0,60,1979,2908
RAJASTHAN,KOTA,2001,58,310,1,50,0,50,146,116,30,2,2,86,456,1213,444,769,229,43,308,4,43,1175,17,203,6,319,0,119,2593,7383
